"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Maureira D.; Wilson L.; Guzmán H.; Tommasi T.; Fino D.; Hernández S.; Ottone C.","Maureira, Diego (57202004838); Wilson, Lorena (7403520925); Guzmán, Hilmar (57215382985); Tommasi, Tonia (25724727000); Fino, Debora (6603706724); Hernández, Simelys (23978104200); Ottone, Carminna (56120084100)","57202004838; 7403520925; 57215382985; 25724727000; 6603706724; 23978104200; 56120084100","Cu and SnO2-Modified Carbon Felt for Electroenzymatic CO2 Upcycling","2026","ChemSusChem","19","8","e202502316","","","0","10.1002/cssc.202502316","https://www.scopus.com/pages/publications/105036472468?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105036472468"
"Celedón S.; Roisnel T.; Artigas V.; Fuentealba M.; Carrillo D.; Ledoux-Rak I.; Hamon J.-R.; Manzur C.","Celedón, Salvador (25642504000); Roisnel, Thierry (7003907744); Artigas, Vania (56556470800); Fuentealba, Mauricio (7801538556); Carrillo, David (7004301883); Ledoux-Rak, Isabelle (7005079715); Hamon, Jean-René (57208457603); Manzur, Carolina (6601982179)","25642504000; 7003907744; 56556470800; 7801538556; 7004301883; 7005079715; 57208457603; 6601982179","Palladium(ii) complexes of tetradentate donor-acceptor Schiff base ligands: Synthesis and spectral, structural, thermal and NLO properties","2020","New Journal of Chemistry","44","22","","9190","9201","19","10.1039/d0nj01982h","https://www.scopus.com/pages/publications/85090133989?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85090133989"
"Mussagy C.U.; Caicedo-Paz A.V.; Ramos N.F.; Diaz A.C.; Cubo M.F.; Arantes M.S.; Lima N.P.; Ribeiro I.S.; Haminiuk C.W.I.; Franco M.; Farias F.O.","Mussagy, Cassamo U. (57205156967); Caicedo-Paz, Angie V. (58030292900); Ramos, Nataly F. (58909082800); Diaz, Antonia C. (60333283700); Cubo, Mateus F. (57221938246); Arantes, Matheus S. (57889293600); Lima, Nayara P. (59218383200); Ribeiro, Isabela S. (58181428900); Haminiuk, Charles W.I. (10939458300); Franco, Marcelo (56207496400); Farias, Fabiane O. (57194337358)","57205156967; 58030292900; 58909082800; 60333283700; 57221938246; 57889293600; 59218383200; 58181428900; 10939458300; 56207496400; 57194337358","Tailored natural deep eutectic solvents for isolation of astaxanthin from Paracoccus carotinifaciens and one-pot synthesis of functional ingredients for biotechnological applications","2026","Bioresource Technology","442","","133704","","","0","10.1016/j.biortech.2025.133704","https://www.scopus.com/pages/publications/105027402605?origin=resultslist","Article","Final","","Scopus","2-s2.0-105027402605"
"González-Pereira P.; Trinh R.; Vasuthasawat A.; Bartsch-Jiménez A.; Nuñez-Soto C.; Altamirano C.","González-Pereira, Priscilla (58955787100); Trinh, Ryan (6506616103); Vasuthasawat, Alex (26325974700); Bartsch-Jiménez, Angelo (58135240500); Nuñez-Soto, Constanza (57194037311); Altamirano, Claudia (8332398700)","58955787100; 6506616103; 26325974700; 58135240500; 57194037311; 8332398700","Enhancing Antibody-Specific Productivity: Unraveling the Impact of XBP1s Overexpression and Glutamine Availability in SP2/0 Cells","2024","Bioengineering","11","3","201","","","0","10.3390/bioengineering11030201","https://www.scopus.com/pages/publications/85188726767?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85188726767"
"Silva J.; Ortiz R.; Carrasco S.; Aroca G.","Silva, J. (7403023118); Ortiz, R. (59506121300); Carrasco, S. (57204606950); Aroca, G. (6603177229)","7403023118; 59506121300; 57204606950; 6603177229","A TWO-PARAMETER MODEL FOR THE DETERMINATION OF THE PARTITION COEFFICIENT FOR TOTAL REDUCE COMPOUNDS IN A CULTURE MEDIUM","2022","Latin American Applied Research","52","1","","15","20","0","10.52292/j.laar.2022.584","https://www.scopus.com/pages/publications/85123640528?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85123640528"
"Bugueño I.; Carvallo J.; Vielma J.C.","Bugueño, Ignacio (57433397600); Carvallo, Jorge (57207566888); Vielma, Juan Carlos (57216408783)","57433397600; 57207566888; 57216408783","Influence of Directionality on the Seismic Response of Typical RC Buildings","2022","Applied Sciences (Switzerland)","12","3","1534","","","13","10.3390/app12031534","https://www.scopus.com/pages/publications/85123752473?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85123752473"
"Aguilar-Muñoz P.; Lavergne C.; Chamy R.; Cabrol L.","Aguilar-Muñoz, P. (57223053567); Lavergne, C. (55657103600); Chamy, R. (6603874955); Cabrol, L. (26642315400)","57223053567; 55657103600; 6603874955; 26642315400","The biotechnological potential of microbial communities from Antarctic soils and sediments: Application to low temperature biogenic methane production","2022","Journal of Biotechnology","351","","","38","49","12","10.1016/j.jbiotec.2022.04.014","https://www.scopus.com/pages/publications/85129462776?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85129462776"
"Schanze E.; Leiva G.; Gómez M.; Lopez A.","Schanze, Edmundo (57222811889); Leiva, Gilberto (57250353900); Gómez, Miguel (57222013376); Lopez, Alvaro (57203782718)","57222811889; 57250353900; 57222013376; 57203782718","Numerical study of the seismic response of an instrumented building with underground stories","2021","Applied Sciences (Switzerland)","11","7","3190","","","9","10.3390/app11073190","https://www.scopus.com/pages/publications/85104080953?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85104080953"
"Fernandez L.; Correa D.; Seguel M.; Suarez C.; Bustamante M.; Caro C.; Jana P.; Leyton P.; Trudel S.; Cabello-Guzmán G.","Fernandez, Luis (57290304900); Correa, Diana (57203593092); Seguel, Mathias (56592796000); Suarez, Cristian (58171998300); Bustamante, Martin (59004098200); Caro, Claudia (7006058112); Jana, Patricia (59003689900); Leyton, Patricio (6506800698); Trudel, Simon (14029402900); Cabello-Guzmán, Gerardo (9844991600)","57290304900; 57203593092; 56592796000; 58171998300; 59004098200; 7006058112; 59003689900; 6506800698; 14029402900; 9844991600","Catalytic photo-degradation of brilliant green and bacterial disinfection of Escherichia coli by the action of Y2Ti2O7/AgO films","2024","Ceramics International","50","14","","25241","25255","5","10.1016/j.ceramint.2024.04.255","https://www.scopus.com/pages/publications/85191519748?origin=resultslist","Article","Final","","Scopus","2-s2.0-85191519748"
"Guerrero M.; Marican A.; Rafael D.; Andrade F.; Moore-Carrasco R.; Vijayakumar S.; Salinas P.; Cabrera-Barjas G.; Lara J.; Durán-Lara E.F.","Guerrero, Marcelo (55765102600); Marican, Adolfo (14834222500); Rafael, Diana (57194480054); Andrade, Fernanda (37098680600); Moore-Carrasco, Rodrigo (6506091308); Vijayakumar, Sekar (57021080900); Salinas, Paulo (55759188100); Cabrera-Barjas, Gustavo (57217424937); Lara, Juan (59694827100); Durán-Lara, Esteban F. (33367889300)","55765102600; 14834222500; 57194480054; 37098680600; 6506091308; 57021080900; 55759188100; 57217424937; 59694827100; 33367889300","On-demand dual-stimuli-responsive hydrogels for localized and sustained delivery of MP-L [I5R8] to treat bacterial wound infections","2025","Colloids and Surfaces B: Biointerfaces","251","","114636","","","9","10.1016/j.colsurfb.2025.114636","https://www.scopus.com/pages/publications/105000187144?origin=resultslist","Article","Final","","Scopus","2-s2.0-105000187144"
"Jeldres M.; Piceros E.C.; Toro N.; Robles P.; Nieto S.; Quezada G.R.; Jeldres R.I.","Jeldres, Matías (57211509783); Piceros, Eder C. (57194850724); Toro, Norman (57191539325); Robles, Pedro (12774054800); Nieto, Steven (57212408022); Quezada, Gonzalo R. (56461257700); Jeldres, Ricardo I. (56085610300)","57211509783; 57194850724; 57191539325; 12774054800; 57212408022; 56461257700; 56085610300","Enhancing the sedimentation of clay-based tailings in seawater by magnesium removal treatment","2020","Separation and Purification Technology","242","","116762","","","23","10.1016/j.seppur.2020.116762","https://www.scopus.com/pages/publications/85081013539?origin=resultslist","Article","Final","","Scopus","2-s2.0-85081013539"
"Valencia P.L.; Sepúlveda B.; Gajardo D.; Astudillo-Castro C.","Valencia, Pedro L. (57201824872); Sepúlveda, Bastián (57218375798); Gajardo, Diego (57193254410); Astudillo-Castro, Carolina (7004510679)","57201824872; 57218375798; 57193254410; 7004510679","Estimating the product inhibition constant from enzyme kinetic equations using the direct linear plot method in one-stage treatment","2020","Catalysts","10","8","853","","","2","10.3390/catal10080853","https://www.scopus.com/pages/publications/85088976611?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85088976611"
"Pesce C.; Riedemann J.; Peña R.; Andrade I.; Jara W.; Villalobos R.","Pesce, Cristián (57189377406); Riedemann, Javier (55823576200); Peña, Rubén (7102371917); Andrade, Iván (56963737100); Jara, Werner (36677418100); Villalobos, Rodrigo (57209175029)","57189377406; 55823576200; 7102371917; 56963737100; 36677418100; 57209175029","Decoupled Control for Double-T Dc-Dc MMC Topology for MT-HVdc/MVdc Grids","2023","Applied Sciences (Switzerland)","13","6","3778","","","2","10.3390/app13063778","https://www.scopus.com/pages/publications/85151953563?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85151953563"
"Nolasco E.; Vassiliadis V.S.; Kähm W.; Adloor S.D.; Ismaili R.A.; Conejeros R.; Espaas T.; Gangadharan N.; Mappas V.; Scott F.; Zhang Q.","Nolasco, Eduardo (57219470472); Vassiliadis, Vassilios S. (7004115264); Kähm, Walter (57202253574); Adloor, Sai Darshan (57076882400); Ismaili, Riham Al (57201777614); Conejeros, Raúl (35611393300); Espaas, Thomas (57277857700); Gangadharan, Nishanthi (57205350203); Mappas, Vasileios (57207452387); Scott, Felipe (55743894700); Zhang, Qianyue (57277695000)","57219470472; 7004115264; 57202253574; 57076882400; 57201777614; 35611393300; 57277857700; 57205350203; 57207452387; 55743894700; 57277695000","Optimal control in chemical engineering: Past, present and future","2021","Computers and Chemical Engineering","155","","107528","","","37","10.1016/j.compchemeng.2021.107528","https://www.scopus.com/pages/publications/85115928713?origin=resultslist","Article","Final","","Scopus","2-s2.0-85115928713"
"Cosenza B.; Kusianovich A.; Lutzu G.A.; Concas A.; Martinez C.; Torres-Aravena A.; Messineo A.; Volpe M.; Picone A.; Denaro G.; Cravotto G.; Peroni C.V.; Díaz-Navarrete P.; Cosenza A.; Soto-Ramirez R.","Cosenza, Bartolomeo (24279252700); Kusianovich, Alexander (60513010900); Lutzu, Giovanni Antonio (55151176100); Concas, Alessandro (24354959000); Martinez, Carlos (57203976962); Torres-Aravena, Alvaro (58981676400); Messineo, Antonio (7006272131); Volpe, Maurizio (13003024100); Picone, Antonio (59773860400); Denaro, Giovanni (56616848600); Cravotto, Giovanni (60513011000); Peroni, Catalina Valencia (8947932700); Díaz-Navarrete, Paola (58167535600); Cosenza, Alessandro (57201885343); Soto-Ramirez, Robinson (57221469695)","24279252700; 60513010900; 55151176100; 24354959000; 57203976962; 58981676400; 7006272131; 13003024100; 59773860400; 56616848600; 60513011000; 8947932700; 58167535600; 57201885343; 57221469695","Regime-aware unsupervised monitoring of microalgal photobioreactors via change-point detection and ensemble anomaly scoring","2026","Computers and Chemical Engineering","210","","109611","","","0","10.1016/j.compchemeng.2026.109611","https://www.scopus.com/pages/publications/105033018197?origin=resultslist","Article","Final","","Scopus","2-s2.0-105033018197"
"Méndez-Figueroa H.G.; Ossandón S.; Ramírez Fernández J.A.; Galván Martínez R.; Espinoza Vázquez A.; Orozco-Cruz R.","Méndez-Figueroa, Henevith G. (57481380900); Ossandón, Sebastián (12775589100); Ramírez Fernández, José Arturo (57222012556); Galván Martínez, Ricardo (7801607238); Espinoza Vázquez, Araceli (55662752400); Orozco-Cruz, Ricardo (56000787600)","57481380900; 12775589100; 57222012556; 7801607238; 55662752400; 56000787600","Electrochemical evaluation of an Acanthocereus tetragonus aqueous extract on aluminum in NaCl (0.6 M) and HCl (1 M) and its modelling using forward and inverse artificial neural networks","2022","Journal of Electroanalytical Chemistry","918","","116444","","","15","10.1016/j.jelechem.2022.116444","https://www.scopus.com/pages/publications/85131085288?origin=resultslist","Article","Final","","Scopus","2-s2.0-85131085288"
"Vielma J.C.; Vielma-Quintero J.C.; Diaz-Segura E.G.","Vielma, Juan C. (57216408783); Vielma-Quintero, Juan C. (58414190500); Diaz-Segura, Edgar Giovanny (56638613900)","57216408783; 58414190500; 56638613900","Evaluation of Seismic Design Factors in Reinforced Concrete Shear Wall Buildings Located on Sloping Terrain Using FEMA P695 Methodology","2025","Applied Sciences (Switzerland)","15","11","6209","","","2","10.3390/app15116209","https://www.scopus.com/pages/publications/105007772106?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105007772106"
"Diaz M.; Doederer K.; Keller J.; Cataldo M.; Donose B.-C.; Ali Y.; Ledezma P.","Diaz, M. (57214506268); Doederer, K. (55431212100); Keller, J. (57208772241); Cataldo, M. (57204093085); Donose, B.-C. (8310277300); Ali, Y. (56374996200); Ledezma, P. (55246199500)","57214506268; 55431212100; 57208772241; 57204093085; 8310277300; 56374996200; 55246199500","Towards in situ electro-generation of ferrate for drinking water treatment: A comparison of three low-cost sacrificial iron electrodes","2021","Journal of Electroanalytical Chemistry","880","","114897","","","18","10.1016/j.jelechem.2020.114897","https://www.scopus.com/pages/publications/85099214091?origin=resultslist","Article","Final","","Scopus","2-s2.0-85099214091"
"Ávila-Saavedra A.; Diaz M.; Pizarro F.","Ávila-Saavedra, Andrea (59524032200); Diaz, Marcos (55710757400); Pizarro, Francisco (55263738800)","59524032200; 55710757400; 55263738800","A 3D-Printed Enclosed Twist Dielectric Resonator Antenna with Circular Polarization","2025","Applied Sciences (Switzerland)","15","2","992","","","1","10.3390/app15020992","https://www.scopus.com/pages/publications/85215756131?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85215756131"
"Djordjevic B.; Morales-Lange B.; Press C.M.; Olson J.; Lagos L.; Mercado L.; Øverland M.","Djordjevic, Brankica (16645144700); Morales-Lange, Byron (57609792700); Press, Charles Mclean (21738228900); Olson, Jake (56007859300); Lagos, Leidy (55362198600); Mercado, Luis (7006279021); Øverland, Margareth (56236554400)","16645144700; 57609792700; 21738228900; 56007859300; 55362198600; 7006279021; 56236554400","Comparison of circulating markers and mucosal immune parameters from skin and distal intestine of atlantic salmon in two models of acute stress","2021","International Journal of Molecular Sciences","22","3","1028","1","13","18","10.3390/ijms22031028","https://www.scopus.com/pages/publications/85099710124?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85099710124"
"Ortiz-Soto R.; Leal D.; Gutierrez C.; Aracena A.; León M.; Lazo A.; Lazo P.; Ottosen L.; Hansen H.","Ortiz-Soto, Rodrigo (59506121300); Leal, Daniela (57204756602); Gutierrez, Claudia (35190237200); Aracena, Alvaro (6504525592); León, Marcelo (58332207400); Lazo, Andrea (57191916725); Lazo, Pamela (57191909004); Ottosen, Lisbeth (7003887668); Hansen, Henrik (7403333704)","59506121300; 57204756602; 35190237200; 6504525592; 58332207400; 57191916725; 57191909004; 7003887668; 7403333704","Incidence of Electric Field and Sulfuric Acid Concentration in Electrokinetic Remediation of Cobalt, Copper, and Nickel in Fresh Copper Mine Tailings","2023","Processes","11","1","108","","","4","10.3390/pr11010108","https://www.scopus.com/pages/publications/85146692351?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85146692351"
"Hallsworth J.E.; Udaondo Z.; Pedrós-Alió C.; Höfer J.; Benison K.C.; Lloyd K.G.; Cordero R.J.B.; de Campos C.B.L.; Yakimov M.M.; Amils R.","Hallsworth, John E. (6701375850); Udaondo, Zulema (55246829500); Pedrós-Alió, Carlos (7005923874); Höfer, Juan (35304999000); Benison, Kathleen C. (6602581374); Lloyd, Karen G. (8670502400); Cordero, Radamés J. B. (35069148000); de Campos, Claudia B. L. (56740500000); Yakimov, Michail M. (7005111470); Amils, Ricardo (7005386190)","6701375850; 55246829500; 7005923874; 35304999000; 6602581374; 8670502400; 35069148000; 56740500000; 7005111470; 7005386190","Scientific novelty beyond the experiment","2023","Microbial Biotechnology","16","6","","1131","1173","50","10.1111/1751-7915.14222","https://www.scopus.com/pages/publications/85148292647?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85148292647"
"García del Pino G.; Kieling A.C.; Bezazi A.; Boumediri H.; Rolim de Souza J.F.; Valenzuela Díaz F.; Valin Rivera J.L.; Dehaini J.; Panzera T.H.","García del Pino, Gilberto (55737167200); Kieling, Antonio Claudio (57191512075); Bezazi, Abderrezak (15753490900); Boumediri, Haithem (57209540108); Rolim de Souza, Juliana Fontolan (57215041858); Valenzuela Díaz, Francisco (6506507655); Valin Rivera, Jose Luis (57215038914); Dehaini, Jamile (57215051742); Panzera, Tulio Hallak (24401963800)","55737167200; 57191512075; 15753490900; 57209540108; 57215041858; 6506507655; 57215038914; 57215051742; 24401963800","Hybrid Polyester Composites Reinforced with Curauá Fibres and Nanoclays","2020","Fibers and Polymers","21","2","","399","406","40","10.1007/s12221-020-9506-7","https://www.scopus.com/pages/publications/85079775338?origin=resultslist","Article","Final","","Scopus","2-s2.0-85079775338"
"Bustos C.; Berrios J.; Fickers P.","Bustos, Cristina (57651740500); Berrios, Julio (7004545486); Fickers, Patrick (6507014982)","57651740500; 7004545486; 6507014982","Formate from THF-C1 metabolism induces the AOX1 promoter in formate dehydrogenase-deficient Komagataella phaffii","2024","Microbial Biotechnology","17","10","e70022","","","3","10.1111/1751-7915.70022","https://www.scopus.com/pages/publications/85205783337?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85205783337"
"Padilla-Córdova C.; Mongili B.; Contreras P.; Fino D.; Tommasi T.; Díaz-Barrera A.","Padilla-Córdova, Claudio (57204475356); Mongili, Beatrice (56707362400); Contreras, Pablo (57216991686); Fino, Debora (6603706724); Tommasi, Tonia (25724727000); Díaz-Barrera, Alvaro (20435715600)","57204475356; 56707362400; 57216991686; 6603706724; 25724727000; 20435715600","Productivity and scale-up of poly(3-hydroxybutyrate) production under different oxygen transfer conditions in cultures of Azotobacter vinelandii","2020","Journal of Chemical Technology and Biotechnology","95","11","","3034","3040","13","10.1002/jctb.6465","https://www.scopus.com/pages/publications/85085660275?origin=resultslist","Article","Final","","Scopus","2-s2.0-85085660275"
"Rubio J.M.; Vidal-Silva C.L.; Cabrera G.","Rubio, José M. (24802548900); Vidal-Silva, Cristian L. (58628874800); Cabrera, Guillermo (57220737672)","24802548900; 58628874800; 57220737672","Seeking an optimal solution for a balanced academic curriculum by metaheuristics and functional programming; [En búsqueda de una solución óptima al balanceo de mallas curriculares con metaheurísticas y programación funcional]","2021","Informacion Tecnologica","31","6","","87","94","1","10.4067/S0718-07642020000600087","https://www.scopus.com/pages/publications/85099070113?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85099070113"
"Cobos-Montes K.; Fuentes S.E.; Estuardo F.; Cárdenas C.; Guzmán F.; Santana P.; Gavilán J.; Figueroa M.; Fuentealba J.; Jiménez V.A.; Ramírez D.","Cobos-Montes, Kevin (59492077000); Fuentes, Sebastián E. (60093832600); Estuardo, Francisca (60094193100); Cárdenas, Constanza (7003841627); Guzmán, Fanny (7004463815); Santana, Paula (55364467400); Gavilán, Javiera (57196258675); Figueroa, Maximiliano (15828963600); Fuentealba, Jorge (35268318900); Jiménez, Verónica A. (57195132252); Ramírez, David (57547201500)","59492077000; 60093832600; 60094193100; 7003841627; 7004463815; 55364467400; 57196258675; 15828963600; 35268318900; 57195132252; 57547201500","Molecular Mechanism of Beta-Amyloid Aggregation Inhibition by KLVFF","2026","Journal of Chemical Information and Modeling","66","1","","684","700","0","10.1021/acs.jcim.5c01967","https://www.scopus.com/pages/publications/105027257091?origin=resultslist","Article","Final","","Scopus","2-s2.0-105027257091"
"Quispe-Fuentes I.; Uribe E.; López J.; Contreras D.; Poblete J.","Quispe-Fuentes, Issis (55143972600); Uribe, Elsa (16837407300); López, Jéssica (26662289800); Contreras, Daniella (57324741300); Poblete, Jacqueline (57210425948)","55143972600; 16837407300; 26662289800; 57324741300; 57210425948","A study of dried mandarin (Clementina orogrande) peel applying supercritical carbon dioxide using co-solvent: Influence on oil extraction, phenolic compounds, and antioxidant activity","2022","Journal of Food Processing and Preservation","46","1","e16116","","","25","10.1111/jfpp.16116","https://www.scopus.com/pages/publications/85118550222?origin=resultslist","Article","Final","","Scopus","2-s2.0-85118550222"
"Carrasco S.; Silva J.; Pino-Cortés E.; Gómez J.; Vallejo F.; Díaz-Robles L.; Campos V.; Cubillos F.; Pelz S.; Paczkowski S.; Cereceda-Balic F.; Vergara-Fernández A.; Lapuerta M.; Pazo A.; Monedero E.; Hoekman K.","Carrasco, Samuel (57204606950); Silva, Javier (7403023118); Pino-Cortés, Ernesto (56830455800); Gómez, Jaime (56391913100); Vallejo, Fidel (57211057346); Díaz-Robles, Luis (23060179200); Campos, Valeria (57209136007); Cubillos, Francisco (6603422314); Pelz, Stefan (56856721500); Paczkowski, Sebastian (39161793400); Cereceda-Balic, Francisco (6508361398); Vergara-Fernández, Albero (16240235200); Lapuerta, Magín (6701834060); Pazo, Amparo (23978248400); Monedero, Esperanza (8963423600); Hoekman, Kent (55340849900)","57204606950; 7403023118; 56830455800; 56391913100; 57211057346; 23060179200; 57209136007; 6603422314; 56856721500; 39161793400; 6508361398; 16240235200; 6701834060; 23978248400; 8963423600; 55340849900","Experimental study on hydrothermal carbonization of lignocellulosic biomass with magnesium chloride for solid fuel production","2020","Processes","8","4","444","","","20","10.3390/PR8040444","https://www.scopus.com/pages/publications/85084575399?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85084575399"
"Gonzalez-Espinoza M.; Otalora G.; Leyva Y.; Saavedra J.","Gonzalez-Espinoza, Manuel (57120104200); Otalora, Giovanni (55279851600); Leyva, Yoelsy (6506562182); Saavedra, Joel (7202229159)","57120104200; 55279851600; 6506562182; 7202229159","Dynamics of dark energy in a scalar-vector-torsion theory","2023","European Physical Journal Plus","138","7","600","","","6","10.1140/epjp/s13360-023-04237-1","https://www.scopus.com/pages/publications/85164336851?origin=resultslist","Article","Final","","Scopus","2-s2.0-85164336851"
"Quiroga F.; Hermosilla G.; Varas G.; Alonso F.; Schröder K.","Quiroga, Francisco (58043942000); Hermosilla, Gabriel (35797061600); Varas, German (22958911300); Alonso, Francisco (59094352300); Schröder, Karla (57883913500)","58043942000; 35797061600; 22958911300; 59094352300; 57883913500","RL-Based Sim2Real Enhancements for Autonomous Beach-Cleaning Agents","2024","Applied Sciences (Switzerland)","14","11","4602","","","3","10.3390/app14114602","https://www.scopus.com/pages/publications/85195995342?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85195995342"
"González-Chavarría I.; Roa F.J.; Sandoval F.; Muñoz-Flores C.; Kappes T.; Acosta J.; Bertinat R.; Altamirano C.; Valenzuela A.; Sánchez O.; Fernández K.; Toledo J.R.","González-Chavarría, Iván (56807103500); Roa, Francisco J. (56108641300); Sandoval, Felipe (56806508700); Muñoz-Flores, Carolina (57203005033); Kappes, Tomas (55583984300); Acosta, Jannel (8862159800); Bertinat, Romina (6508182627); Altamirano, Claudia (8332398700); Valenzuela, Ariel (7103344882); Sánchez, Oliberto (56238333700); Fernández, Katherina (16318706200); Toledo, Jorge R. (8916311400)","56807103500; 56108641300; 56806508700; 57203005033; 55583984300; 8862159800; 6508182627; 8332398700; 7103344882; 56238333700; 16318706200; 8916311400","Chitosan Microparticles Enhance the Intestinal Release and Immune Response of an Immune Stimulant Peptide in Oncorhynchus mykiss","2023","International Journal of Molecular Sciences","24","19","14685","","","5","10.3390/ijms241914685","https://www.scopus.com/pages/publications/85174711728?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85174711728"
"Badán J.A.; Jauregui G.; Navarrete-Astorga E.; Henríquez R.; Jiménez F.M.; Ariosa D.; Dalchiele E.A.","Badán, Juan Agustín (57199336451); Jauregui, Guillermo (57220602713); Navarrete-Astorga, Elena (57197739815); Henríquez, Rodrigo (55554951600); Jiménez, Francisco Martín (57947034100); Ariosa, Daniel (6604021716); Dalchiele, Enrique A. (6701854336)","57199336451; 57220602713; 57197739815; 55554951600; 57947034100; 6604021716; 6701854336","Solid-state thermal dewetted silver nanoparticles onto electrochemically grown self-standing vertically aligned ZnO nanorods for three-dimensional plasmonic nanostructures","2021","Ceramics International","47","23","","32685","32698","12","10.1016/j.ceramint.2021.08.165","https://www.scopus.com/pages/publications/85112855303?origin=resultslist","Article","Final","","Scopus","2-s2.0-85112855303"
"Norambuena N.; Ortega J.; Muñoz-La Rivera F.; Covarrubias M.; Valín Rivera J.L.; Ramírez E.; Ketterer C.I.G.","Norambuena, Nicolás (59730545800); Ortega, Julio (57216433157); Muñoz-La Rivera, Felipe (57217534356); Covarrubias, Mario (35118628900); Valín Rivera, José Luis (57215038914); Ramírez, Emanuel (59730545900); Ketterer, Cristóbal Ignacio Galleguillos (58125618700)","59730545800; 57216433157; 57217534356; 35118628900; 57215038914; 59730545900; 58125618700","Integrating Digital Twins of Engineering Labs into Multi-User Virtual Reality Environments","2025","Applied Sciences (Switzerland)","15","7","3819","","","8","10.3390/app15073819","https://www.scopus.com/pages/publications/105002279684?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105002279684"
"Ibarra J.; Aguirre M.J.; del Río R.; Henriquez R.; Faccio R.; Dalchiele E.A.; Arce R.; Ramírez G.","Ibarra, José (57210440934); Aguirre, María Jesus (16534552600); del Río, Rodrigo (56384505300); Henriquez, Rodrigo (55554951600); Faccio, Ricardo (6701745624); Dalchiele, Enrique A. (6701854336); Arce, Roxana (55218425600); Ramírez, Galo (25654214100)","57210440934; 16534552600; 56384505300; 55554951600; 6701745624; 6701854336; 55218425600; 25654214100","α-Fe2O3/, Co3O4/, and CoFe2O4/MWCNTs/Ionic Liquid Nanocomposites as High-Performance Electrocatalysts for the Electrocatalytic Hydrogen Evolution Reaction in a Neutral Medium","2024","International Journal of Molecular Sciences","25","13","7043","","","11","10.3390/ijms25137043","https://www.scopus.com/pages/publications/85198411114?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85198411114"
"Queiroga E.M.; Lopes J.L.; Kappel K.; Aguiar M.; Araújo R.M.; Munoz R.; Villarroel R.; Cechinel C.","Queiroga, Emanuel Marques (57192594702); Lopes, João Ladislau (36721505900); Kappel, Kristofer (57205729135); Aguiar, Marilton (7004368480); Araújo, Ricardo Matsumura (8318360600); Munoz, Roberto (57192589742); Villarroel, Rodolfo (12764593200); Cechinel, Cristian (35097285700)","57192594702; 36721505900; 57205729135; 7004368480; 8318360600; 57192589742; 12764593200; 35097285700","A learning analytics approach to identify students at risk of dropout: A case study with a technical distance education course","2020","Applied Sciences (Switzerland)","10","11","3998","","","61","10.3390/app10113998","https://www.scopus.com/pages/publications/85086929448?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85086929448"
