"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Gorup L.F.; Perlatti B.; Kuznetsov A.; Nascente P.A.D.P.; Wendler E.P.; Dos Santos A.A.; Padilha Barros W.R.; Sequinel T.; Tomitao I.D.M.; Kubo A.M.; Longo E.; Camargo E.R.","Gorup, Luiz Fernando (26658481300); Perlatti, Bruno (55430897000); Kuznetsov, Aleksey (57192936699); Nascente, Pedro Augusto De Paula (6604030527); Wendler, Edison Perevalo (22952252300); Dos Santos, Alcindo A. (35568145300); Padilha Barros, Willyam Róger (55701996900); Sequinel, Thiago (33267843100); Tomitao, Isabela De Macedo (57214934176); Kubo, Andressa Mayumi (57190296082); Longo, Elson (7103022316); Camargo, Emerson Rodrigues (7102485529)","26658481300; 55430897000; 57192936699; 6604030527; 22952252300; 35568145300; 55701996900; 33267843100; 57214934176; 57190296082; 7103022316; 7102485529","Stability of di-butyl-dichalcogenide-capped gold nanoparticles: Experimental data and theoretical insights","2020","RSC Advances","10","11","","6259","6270","14","10.1039/c9ra07147d","https://www.scopus.com/pages/publications/85079526820?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85079526820"
"Valencia P.; Ibañez F.","Valencia, Pedro (57201824872); Ibañez, Francisco (57225115758)","57201824872; 57225115758","Estimation of the effectiveness factor for immobilized enzyme catalysts through a simple conversion assay","2019","Catalysts","9","11","930","","","11","10.3390/catal9110930","https://www.scopus.com/pages/publications/85075161796?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85075161796"
"Sáez-Delgado F.; Mella-Norambuena J.; López-Angulo Y.; León-Ron V.","Sáez-Delgado, Fabiola (57205729343); Mella-Norambuena, Javier (57220104352); López-Angulo, Yaranay (57218448927); León-Ron, Verónica (57223132002)","57205729343; 57220104352; 57218448927; 57223132002","Scales to measure self-regulated learning phases in secondary school students; [Escalas para medir las fases de autorregulación del aprendizaje en estudiantes de secundaria]","2021","Informacion Tecnologica","32","2","","41","50","17","10.4067/S0718-07642021000200041","https://www.scopus.com/pages/publications/85105016914?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85105016914"
"Rodríguez-Blanco T.; Sarabia D.; Navia D.; de Prada C.","Rodríguez-Blanco, Tania (57050236200); Sarabia, Daniel (22981364500); Navia, Daniel (55263003900); de Prada, César (6603379715)","57050236200; 22981364500; 55263003900; 6603379715","Efficient Nested Modifier Adaptation for RTO using Lagrangian functions","2017","Computer Aided Chemical Engineering","40","","","1723","1728","0","10.1016/B978-0-444-63965-3.50289-0","https://www.scopus.com/pages/publications/85041422283?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-85041422283"
"Lauzurique Y.; Segura S.; Guerra S.; Carvajal A.; Huiliñir C.; Poblete-Castro I.","Lauzurique, Yeney (57225882014); Segura, Sofia (59257778700); Guerra, Silvana (59257890400); Carvajal, Andrea (52063234100); Huiliñir, Cesar (57216785072); Poblete-Castro, Ignacio (54973889700)","57225882014; 59257778700; 59257890400; 52063234100; 57216785072; 54973889700","Enhancing methane production using various forms of steel shavings and their effect on microbial consortia during anaerobic digestion of swine wastewater","2024","Journal of Environmental Chemical Engineering","12","5","113764","","","10","10.1016/j.jece.2024.113764","https://www.scopus.com/pages/publications/85201110353?origin=resultslist","Article","Final","","Scopus","2-s2.0-85201110353"
"Bubnovich V.; Hernandez H.; Toledo M.; Flores C.","Bubnovich, V. (35562140300); Hernandez, H. (57221631503); Toledo, M. (58984742000); Flores, C. (57221635733)","35562140300; 57221631503; 58984742000; 57221635733","Experimental investigation of flame stability in the premixed propane-air combustion in two-section porous media burner","2021","Fuel","291","","120117","","","50","10.1016/j.fuel.2020.120117","https://www.scopus.com/pages/publications/85099665479?origin=resultslist","Article","Final","","Scopus","2-s2.0-85099665479"
"Espinoza-Cartagena F.; Ormazábal-Latorre S.; Pazo-Carballo C.; Gajardo-Parra N.F.; Núñez G.A.; Garrido J.M.; Cea-Klapp E.; Santiago R.; Held C.; Canales R.I.","Espinoza-Cartagena, Franco (58523345300); Ormazábal-Latorre, Sebastián (22035782300); Pazo-Carballo, César (57217833201); Gajardo-Parra, Nicolás F. (57206894689); Núñez, Gonzalo A. (18437589700); Garrido, José Matías (56343679600); Cea-Klapp, Esteban (57204791869); Santiago, Rubén (57200411500); Held, Christoph (60253881400); Canales, Roberto I. (56619042400)","58523345300; 22035782300; 57217833201; 57206894689; 18437589700; 56343679600; 57204791869; 57200411500; 60253881400; 56619042400","Separation of Isoeugenol from Methylcyclohexane as a Model Mixture of Biojet Fuel Purification: Solvent Selection and Liquid-Liquid Equilibrium","2023","Industrial and Engineering Chemistry Research","62","30","","12006","12020","3","10.1021/acs.iecr.3c01440","https://www.scopus.com/pages/publications/85166766003?origin=resultslist","Article","Final","","Scopus","2-s2.0-85166766003"
"Schanze E.; Leiva G.; Gómez M.; Lopez A.","Schanze, Edmundo (57222811889); Leiva, Gilberto (57250353900); Gómez, Miguel (57222013376); Lopez, Alvaro (57203782718)","57222811889; 57250353900; 57222013376; 57203782718","Numerical study of the seismic response of an instrumented building with underground stories","2021","Applied Sciences (Switzerland)","11","7","3190","","","9","10.3390/app11073190","https://www.scopus.com/pages/publications/85104080953?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85104080953"
"Bravo L.; Ampuero M.; Correa-Puerta J.; Corrales T.P.; Flores S.; Schleyer B.; Hassan N.; Häberle P.; Henríquez R.; del Campo V.","Bravo, Luciano (59400009900); Ampuero, Martín (59399838300); Correa-Puerta, Jonathan (56162308100); Corrales, Tomás P. (54884299600); Flores, Sofía (59399661200); Schleyer, Benjamín (59399661300); Hassan, Natalia (36611719700); Häberle, Patricio (6602338067); Henríquez, Ricardo (12787744700); del Campo, Valeria (35304707500)","59400009900; 59399838300; 56162308100; 54884299600; 59399661200; 59399661300; 36611719700; 6602338067; 12787744700; 35304707500","Glass Surface Nanostructuring by Soft Lithography and Chemical Etching","2024","Nanomaterials","14","21","1714","","","4","10.3390/nano14211714","https://www.scopus.com/pages/publications/85208414099?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85208414099"
"Valencia P.L.; Sepúlveda B.; Gajardo D.; Astudillo-Castro C.","Valencia, Pedro L. (57201824872); Sepúlveda, Bastián (57218375798); Gajardo, Diego (57193254410); Astudillo-Castro, Carolina (7004510679)","57201824872; 57218375798; 57193254410; 7004510679","Estimating the product inhibition constant from enzyme kinetic equations using the direct linear plot method in one-stage treatment","2020","Catalysts","10","8","853","","","2","10.3390/catal10080853","https://www.scopus.com/pages/publications/85088976611?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85088976611"
"Villablanca-Ahues R.; López-Porfiri P.; Canales R.I.; de la Fuente J.C.","Villablanca-Ahues, Rafael (57195735320); López-Porfiri, Pablo (57195741941); Canales, Roberto I. (56619042400); de la Fuente, Juan C. (8648287000)","57195735320; 57195741941; 56619042400; 8648287000","High-pressure vapor + liquid equilibria for the binary system CO2 + (E)-2-hexenal","2021","Journal of Supercritical Fluids","168","","105027","","","3","10.1016/j.supflu.2020.105027","https://www.scopus.com/pages/publications/85095418559?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85095418559"
"Fuentes A.N.; Claros M.; Barrueto Y.; Jiménez Y.; Justel F.J.","Fuentes, Aldo N. (57224223393); Claros, Martha (36975002400); Barrueto, Yahaira (56612039400); Jiménez, Yecid (27967833900); Justel, Francisca J. (56940698300)","57224223393; 36975002400; 56612039400; 27967833900; 56940698300","Volumetric properties modeling in unsaturated solutions of the ternary Na2SO4 – H2SO4 – H2O and MgSO4 – H2SO4 – H2O systems from 298.15 to 318.15K and at 101.3kPa using the Pitzer equations","2025","Electrochimica Acta","525","","146155","","","0","10.1016/j.electacta.2025.146155","https://www.scopus.com/pages/publications/105001718379?origin=resultslist","Article","Final","","Scopus","2-s2.0-105001718379"
"Casas J.M.; Lagos J.","Casas, Jesús M. (59823947200); Lagos, Josué (57222052480)","59823947200; 57222052480","Drowning-out crystallization of sodium molybdate in aqueous– –ethanol solutions; [Kristalizacija natrijum-molibdata precipitacijom u vodeno-etanolnim rastvorima]","2020","Chemical Industry and Chemical Engineering Quarterly","26","4","","395","399","0","10.2298/CICEQ191029017C","https://www.scopus.com/pages/publications/85101180725?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85101180725"
"Canales D.; Riff M.-C.; Montero E.","Canales, Darío (57210734854); Riff, María-Cristina (8968006800); Montero, Elizabeth (23398175800)","57210734854; 8968006800; 23398175800","A Simple and Efficient Local Search Algorithm for the Machine Reassignment Problem","2025","Applied Sciences (Switzerland)","15","13","7474","","","0","10.3390/app15137474","https://www.scopus.com/pages/publications/105010199423?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105010199423"
"Piñones E.; Morosi F.; Apablaza V.; Ozdemir M.","Piñones, Eduardo (57200552273); Morosi, Federico (57204217679); Apablaza, Valentina (59660927700); Ozdemir, Mehmet (57218312365)","57200552273; 57204217679; 59660927700; 57218312365","Development of a Decision Support Tool for Projector-Based Augmented Reality Component Selection Through Design for Mass Personalization Methodology","2025","Lecture Notes in Mechanical Engineering","","","","393","400","0","10.1007/978-3-031-76594-0_45","https://www.scopus.com/pages/publications/85219168360?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85219168360"
"de la Fuente J.C.; del Valle J.M.","de la Fuente, Juan C. (8648287000); del Valle, José M. (7005396861)","8648287000; 7005396861","PREFACE","2017","Journal of Supercritical Fluids","129","","","1","2","0","10.1016/j.supflu.2017.07.025","https://www.scopus.com/pages/publications/85028944235?origin=resultslist","Editorial","Final","","Scopus","2-s2.0-85028944235"
"Becerra D.; Walther J.H.; Zambrano H.A.","Becerra, Diego (57218263917); Walther, Jens H. (7102935431); Zambrano, Harvey A. (26222017000)","57218263917; 7102935431; 26222017000","Role of Underlying Substrates on the Interfacial Thermal Transport in Supported Graphene Nanochannels: Implications of Thermal Translucency","2024","Nano Letters","24","39","","12054","12061","5","10.1021/acs.nanolett.4c02106","https://www.scopus.com/pages/publications/85201893999?origin=resultslist","Article","Final","","Scopus","2-s2.0-85201893999"
"Sengupta D.; Sandoval-Pauker C.; Schueller E.; Encerrado-Manriquez A.M.; Metta-Magaña A.; Lee W.-Y.; Seshadri R.; Pinter B.; Fortier S.","Sengupta, Debabrata (56152535400); Sandoval-Pauker, Christian (57209822423); Schueller, Emily (57195733770); Encerrado-Manriquez, Angela M. (57215546682); Metta-Magaña, Alejandro (8358354300); Lee, Wen-Yee (7407089930); Seshadri, Ram (7101697263); Pinter, Balazs (57193426092); Fortier, Skye (24461235800)","56152535400; 57209822423; 57195733770; 57215546682; 8358354300; 7407089930; 7101697263; 57193426092; 24461235800","Isolation of a Bimetallic Cobalt(III) Nitride and Examination of Its Hydrogen Atom Abstraction Chemistry and Reactivity toward H2                         ","2020","Journal of the American Chemical Society","142","18","","8233","8242","15","10.1021/jacs.0c00291","https://www.scopus.com/pages/publications/85084243591?origin=resultslist","Article","Final","","Scopus","2-s2.0-85084243591"
"Huiliñir C.; Acosta L.; Yanez D.; Montalvo S.; Esposito G.; Retamal G.; Levicán G.; Guerrero L.","Huiliñir, C. (57216785072); Acosta, L. (57216209048); Yanez, D. (57193016038); Montalvo, S. (6701371309); Esposito, G. (59514439400); Retamal, G. (57360392200); Levicán, G. (6508286912); Guerrero, L. (7006028997)","57216785072; 57216209048; 57193016038; 6701371309; 59514439400; 57360392200; 6508286912; 7006028997","Corrigendum to “Elemental sulfur-based autotrophic denitrification in stoichiometric S0/N ratio: Calibration and validation of a kinetic model” [Bioresour. Technol. 307 (2020) 123229] (Bioresource Technology (2020) 307, (S0960852420305009), (10.1016/j.biortech.2020.123229))","2022","Bioresource Technology","347","","126445","","","1","10.1016/j.biortech.2021.126445","https://www.scopus.com/pages/publications/85120488665?origin=resultslist","Erratum","Final","","Scopus","2-s2.0-85120488665"
"Ortiz-Soto R.; Leal D.; Gutierrez C.; Aracena A.; León M.; Lazo A.; Lazo P.; Ottosen L.; Hansen H.","Ortiz-Soto, Rodrigo (59506121300); Leal, Daniela (57204756602); Gutierrez, Claudia (35190237200); Aracena, Alvaro (6504525592); León, Marcelo (58332207400); Lazo, Andrea (57191916725); Lazo, Pamela (57191909004); Ottosen, Lisbeth (7003887668); Hansen, Henrik (7403333704)","59506121300; 57204756602; 35190237200; 6504525592; 58332207400; 57191916725; 57191909004; 7003887668; 7403333704","Incidence of Electric Field and Sulfuric Acid Concentration in Electrokinetic Remediation of Cobalt, Copper, and Nickel in Fresh Copper Mine Tailings","2023","Processes","11","1","108","","","4","10.3390/pr11010108","https://www.scopus.com/pages/publications/85146692351?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85146692351"
"Stoddart C.; Muhammad-Sukki F.; Anderson M.; Ardila-Rey J.A.; Ayub A.S.; Mohd Sahabuddin M.F.; Rahmat M.K.; Muhtazaruddin M.N.; Zulkipli M.","Stoddart, Christopher (57562033300); Muhammad-Sukki, Firdaus (36634597400); Anderson, Mark (57562033400); Ardila-Rey, Jorge Alfredo (55320465400); Ayub, Ahmad Syahrir (57211311586); Mohd Sahabuddin, Mohd Firrdhaus (57562602000); Rahmat, Mohd Khairil (16647443700); Muhtazaruddin, Mohd Nabil (55578437800); Zulkipli, Muhammad (57216158897)","57562033300; 36634597400; 57562033400; 55320465400; 57211311586; 57562602000; 16647443700; 55578437800; 57216158897","A Study of Zero Bid Wind Farm for Future Scotland’s Energy Demands—A New Approach","2022","Applied Sciences (Switzerland)","12","7","3326","","","1","10.3390/app12073326","https://www.scopus.com/pages/publications/85127592979?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85127592979"
"Martínez M.; Cooper C.D.; Poma A.B.; Guzman H.V.","Martínez, Matías (57214328151); Cooper, Christopher D. (7403318762); Poma, Adolfo B. (57206326030); Guzman, Horacio V. (55658981700)","57214328151; 7403318762; 57206326030; 55658981700","Free Energies of the Disassembly of Viral Capsids from a Multiscale Molecular Simulation Approach","2020","Journal of Chemical Information and Modeling","60","2","","974","981","25","10.1021/acs.jcim.9b00883","https://www.scopus.com/pages/publications/85078681763?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85078681763"
"Pugazhenthiran N.; Valdés H.; Mangalaraja R.V.; Sathishkumar P.; Murugesan S.","Pugazhenthiran, Nalandhiran (23989733500); Valdés, Héctor (14523781400); Mangalaraja, Ramalinga V. (57938995400); Sathishkumar, Panneerselvam (36982069900); Murugesan, Sepperumal (11939362800)","23989733500; 14523781400; 57938995400; 36982069900; 11939362800","Graphene modified “black {0 0 1}TiO2” nanosheets for photocatalytic oxidation of ethylene: The implications of chemical surface characteristics in the reaction mechanism","2022","Separation and Purification Technology","292","","121008","","","23","10.1016/j.seppur.2022.121008","https://www.scopus.com/pages/publications/85127889608?origin=resultslist","Article","Final","","Scopus","2-s2.0-85127889608"
"Huiliñir C.; Fuentes V.; Esposito G.; Montalvo S.; Guerrero L.","Huiliñir, Cesar (57216785072); Fuentes, Vivian (57211664326); Esposito, Giovanni (59514439400); Montalvo, Silvio (6701371309); Guerrero, Lorna (7006028997)","57216785072; 57211664326; 59514439400; 6701371309; 7006028997","Nitrification in the presence of sulfide and organic matter in a sequencing moving bed biofilm reactor (SMBBR) with zeolite as biomass carrier","2020","Journal of Chemical Technology and Biotechnology","95","1","","173","182","10","10.1002/jctb.6219","https://www.scopus.com/pages/publications/85074776531?origin=resultslist","Article","Final","","Scopus","2-s2.0-85074776531"
"Govinda raj M.; Komal M.; Pugazhenthiran N.; Vinoth V.; Sathishkumar P.; Suresh S.; Srituravanich W.; Vasantharaj S.; Anandan S.","Govinda raj, Muniyandi (57223036612); Komal, Murugan (40261740600); Pugazhenthiran, Nalandhiran (23989733500); Vinoth, Victor (59815713100); Sathishkumar, Panneerselvam (36982069900); Suresh, Santhanakrishnan (59959882400); Srituravanich, Werayut (10042690200); Vasantharaj, Seerangaraj (55693580400); Anandan, Sambandam (7004483736)","57223036612; 40261740600; 23989733500; 59815713100; 36982069900; 59959882400; 10042690200; 55693580400; 7004483736","Exploring MXene-based nanomaterials for multifunctional photocatalysis: Competitiveness, challenges, and future directions","2025","Journal of Environmental Chemical Engineering","13","6","120077","","","1","10.1016/j.jece.2025.120077","https://www.scopus.com/pages/publications/105021988011?origin=resultslist","Article","Final","","Scopus","2-s2.0-105021988011"
"Pacheco D.F.; Ceballos L.G.; Castro A.Z.; Conde González M.R.; de la Torre L.G.; Rostgaard L.P.; Espinoza L.; Díaz K.; Olea A.F.; García Y.C.","Pacheco, Daylin Fernández (57222130772); Ceballos, Leonardo González (57219456821); Castro, Armando Zaldo (57193926375); Conde González, Marcos R. (57215584462); de la Torre, Laura González (57222122506); Rostgaard, Lia Pérez (57222128823); Espinoza, Luis (7103098526); Díaz, Katy (56049836400); Olea, Andrés F. (6603911583); García, Yamilet Coll (59158243400)","57222130772; 57219456821; 57193926375; 57215584462; 57222122506; 57222128823; 7103098526; 56049836400; 6603911583; 59158243400","Synthesis of new steroidal carbamates with plant-growth-promoting activity: Theoretical and experimental evidence","2021","International Journal of Molecular Sciences","22","5","2330","1","19","9","10.3390/ijms22052330","https://www.scopus.com/pages/publications/85101506258?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85101506258"
"Nagarajan P.; Cole I.; Deng Q.; Kuznetsov A.; Oz T.; Kujawska M.","Nagarajan, Palaniappan (56806734800); Cole, Ivan (7006232330); Deng, Qiushi (57471416800); Kuznetsov, Aleksey (57192936699); Oz, Tuba (58545479700); Kujawska, Malgorzata (22634904400)","56806734800; 7006232330; 57471416800; 57192936699; 58545479700; 22634904400","Experimental and theoretical studies of a novel europium decorated carbon nanotube material: investigation of cytotoxicity, electrocatalytic properties, and corrosion inhibition behaviour on Mg AZ31 alloy in 3.5% NaCl environment","2024","New Journal of Chemistry","48","44","","18768","18780","2","10.1039/d4nj03786c","https://www.scopus.com/pages/publications/85207392207?origin=resultslist","Article","Final","","Scopus","2-s2.0-85207392207"
"Martínez-Rojas P.; Benavides-Vergara M.E.; Peña F.J.; Vargas P.","Martínez-Rojas, Patricia (58641595600); Benavides-Vergara, M. Esperanza (58641595700); Peña, Francisco J. (57196489005); Vargas, Patricio (7005330462)","58641595600; 58641595700; 57196489005; 7005330462","Caloric Effect Due to the Aharonov–Bohm Flux in an Antidot","2023","Nanomaterials","13","19","2714","","","1","10.3390/nano13192714","https://www.scopus.com/pages/publications/85173808783?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85173808783"
"Mellado M.; Madrid A.; Martínez Ú.; Mella J.; Salas C.O.; Cuellar M.","Mellado, Marco (55442913900); Madrid, Alejandro (54915256200); Martínez, Úrsula (57200758548); Mella, Jaime (56925090500); Salas, Cristian O. (7005142287); Cuellar, Mauricio (7005051317)","55442913900; 54915256200; 57200758548; 56925090500; 7005142287; 7005051317","Hansch’s analysis application to chalcone synthesis by Claisen–Schmidt reaction based in DFT methodology","2018","Chemical Papers","72","3","","703","709","28","10.1007/s11696-017-0316-3","https://www.scopus.com/pages/publications/85042386999?origin=resultslist","Article","Final","","Scopus","2-s2.0-85042386999"
"Pavez J.; Allende H.","Pavez, Juan (56909926000); Allende, Héctor (22333831700)","56909926000; 22333831700","A Hybrid System Based on Bayesian Networks and Deep Learning for Explainable Mental Health Diagnosis","2024","Applied Sciences (Switzerland)","14","18","8283","","","12","10.3390/app14188283","https://www.scopus.com/pages/publications/85205325536?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205325536"
"Carrasco S.; Silva J.; Pino-Cortés E.; Gómez J.; Vallejo F.; Díaz-Robles L.; Campos V.; Cubillos F.; Pelz S.; Paczkowski S.; Cereceda-Balic F.; Vergara-Fernández A.; Lapuerta M.; Pazo A.; Monedero E.; Hoekman K.","Carrasco, Samuel (57204606950); Silva, Javier (7403023118); Pino-Cortés, Ernesto (56830455800); Gómez, Jaime (56391913100); Vallejo, Fidel (57211057346); Díaz-Robles, Luis (23060179200); Campos, Valeria (57209136007); Cubillos, Francisco (6603422314); Pelz, Stefan (56856721500); Paczkowski, Sebastian (39161793400); Cereceda-Balic, Francisco (6508361398); Vergara-Fernández, Albero (16240235200); Lapuerta, Magín (6701834060); Pazo, Amparo (23978248400); Monedero, Esperanza (8963423600); Hoekman, Kent (55340849900)","57204606950; 7403023118; 56830455800; 56391913100; 57211057346; 23060179200; 57209136007; 6603422314; 56856721500; 39161793400; 6508361398; 16240235200; 6701834060; 23978248400; 8963423600; 55340849900","Experimental study on hydrothermal carbonization of lignocellulosic biomass with magnesium chloride for solid fuel production","2020","Processes","8","4","444","","","20","10.3390/PR8040444","https://www.scopus.com/pages/publications/85084575399?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85084575399"
"Araque I.; Vergara R.; Mella J.; Aránguiz P.; Espinoza-Catalán L.; Salas C.O.; Barrero A.F.; Quílez del Moral J.; Villena J.; Cuellar M.A.","Araque, Ileana (58041960800); Vergara, Rut (58249474100); Mella, Jaime (56925090500); Aránguiz, Pablo (25645588400); Espinoza-Catalán, Luis (7103098526); Salas, Cristian O. (7005142287); Barrero, Alejandro F. (7005888987); Quílez del Moral, José (6602348937); Villena, Joan (23111305400); Cuellar, Mauricio A. (7005051317)","58041960800; 58249474100; 56925090500; 25645588400; 7103098526; 7005142287; 7005888987; 6602348937; 23111305400; 7005051317","New Dimethoxyaryl-Sesquiterpene Derivatives with Cytotoxic Activity Against MCF-7 Breast Cancer Cells: From Synthesis to Topoisomerase I/II Inhibition and Cell Death Mechanism Studies","2025","International Journal of Molecular Sciences","26","10","4539","","","2","10.3390/ijms26104539","https://www.scopus.com/pages/publications/105007053868?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105007053868"
"Hernández N.; Fuentes A.; Reszka P.; Fernández-Pello A.C.","Hernández, N. (57199996868); Fuentes, A. (8725383200); Reszka, P. (23098198000); Fernández-Pello, A.C. (56577851600)","57199996868; 8725383200; 23098198000; 56577851600","Piloted ignition delay times on optically thin PMMA cylinders","2019","Proceedings of the Combustion Institute","37","3","","3993","4000","22","10.1016/j.proci.2018.06.053","https://www.scopus.com/pages/publications/85051602186?origin=resultslist","Article","Final","","Scopus","2-s2.0-85051602186"
"Barros-Everett T.; Montero E.; Rojas-Morales N.","Barros-Everett, Tomás (59707343000); Montero, Elizabeth (23398175800); Rojas-Morales, Nicolás (57191042436)","59707343000; 23398175800; 57191042436","Parameter Prediction for Metaheuristic Algorithms Solving Routing Problem Instances Using Machine Learning","2025","Applied Sciences (Switzerland)","15","6","2946","","","5","10.3390/app15062946","https://www.scopus.com/pages/publications/105000899344?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105000899344"
"Cepeda F.; Demarco R.; Escudero F.; Cruz Villanueva J.J.; Carvajal G.; Fuentes A.","Cepeda, Francisco (57193537729); Demarco, Rodrigo (42361029000); Escudero, Felipe (57021488500); Cruz Villanueva, Juan José (58221978600); Carvajal, Gonzalo (14824758100); Fuentes, Andrés (8725383200)","57193537729; 42361029000; 57021488500; 58221978600; 14824758100; 8725383200","Influence of the oxygen index on acoustically forced laminar ethylene non-premixed flames","2022","Combustion and Flame","236","","111745","","","11","10.1016/j.combustflame.2021.111745","https://www.scopus.com/pages/publications/85116405983?origin=resultslist","Article","Final","","Scopus","2-s2.0-85116405983"
"Herrera F.; Mora A.; Cárdenas R.; Díaz M.; Rodríguez J.; Rivera M.","Herrera, Felipe (57200985096); Mora, Andrés (56893222400); Cárdenas, Roberto (35608353200); Díaz, Matías (55788130700); Rodríguez, José (57203271100); Rivera, Marco (35230846600)","57200985096; 56893222400; 35608353200; 55788130700; 57203271100; 35230846600","An Optimal Switching Sequence Model Predictive Control Scheme for the 3L-NPC Converter with Output LC Filter","2024","Processes","12","2","348","","","7","10.3390/pr12020348","https://www.scopus.com/pages/publications/85185940310?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85185940310"
"Seccatore J.; Ordóñez Guaycha C.; Montalvo Rodríguez P.; Reyes Céspedes E.; Andrade Rodríguez L.D.; Marin T.","Seccatore, Jacopo (54986227400); Ordóñez Guaycha, Christian (60543865400); Montalvo Rodríguez, Pamela (60544655400); Reyes Céspedes, Ernesto (58636176200); Andrade Rodríguez, Luis David (60543470700); Marin, Tatiane (36613362700)","54986227400; 60543865400; 60544655400; 58636176200; 60543470700; 36613362700","Experimental Evaluation of Agricultural Ammonium Nitrate as an Explosive in Underground Artisanal Mining","2026","Applied Sciences (Switzerland)","16","6","2630","","","0","10.3390/app16062630","https://www.scopus.com/pages/publications/105034260501?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105034260501"
"Malik A.N.; Tahir M.N.; Ali A.; Ashfaq M.; Ibrahim M.; Kuznetsov A.E.; Assiri M.A.; Sameeh M.Y.","Malik, Abida Naseem (57390689500); Tahir, Muhammad Nawaz (57218157967); Ali, Akbar (58781465400); Ashfaq, Muhammad (57307211600); Ibrahim, Muhammad (7402468437); Kuznetsov, Aleksey E. (57192936699); Assiri, Mohammed A. (57195309416); Sameeh, Manal Y. (57074085500)","57390689500; 57218157967; 58781465400; 57307211600; 7402468437; 57192936699; 57195309416; 57074085500","Preparation, Crystal Structure, Supramolecular Assembly, and DFT Studies of Two Organic Salts Bearing Pyridine and Pyrimidine","2023","ACS Omega","8","28","","25034","25047","22","10.1021/acsomega.3c01659","https://www.scopus.com/pages/publications/85164928373?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85164928373"
"Rosati V.; Cruz J.J.; Escudero F.; Chen D.; Fuentes A.","Rosati, V. (58675080500); Cruz, J.J. (58221978600); Escudero, F. (57021488500); Chen, D. (55696850100); Fuentes, A. (8725383200)","58675080500; 58221978600; 57021488500; 55696850100; 8725383200","Soot properties characterization of aviation Jet A-1 laminar non-premixed coflow flame","2024","Experimental Thermal and Fluid Science","151","","111092","","","9","10.1016/j.expthermflusci.2023.111092","https://www.scopus.com/pages/publications/85175464401?origin=resultslist","Article","Final","","Scopus","2-s2.0-85175464401"
"Hansen H.K.; Neira Z.; Gutiérrez C.; Lazo A.; Lazo P.; Hansen M.E.; Ollino M.; Caneo C.; Ottosen L.M.","Hansen, Henrik K. (7403333704); Neira, Zenovia (57571823200); Gutiérrez, Claudia (35190237200); Lazo, Andrea (57191916725); Lazo, Pamela (57191909004); Hansen, Marcela E. (57571823300); Ollino, Mario (6507864297); Caneo, Cecilia (8668785200); Ottosen, Lisbeth M. (7003887668)","7403333704; 57571823200; 35190237200; 57191916725; 57191909004; 57571823300; 6507864297; 8668785200; 7003887668","As(III)-to-As(V) Oxidation in Copper Smelter Wastewater by In Situ-Generated Ozone","2022","Chemical Engineering and Technology","45","6","","1201","1206","3","10.1002/ceat.202100584","https://www.scopus.com/pages/publications/85127939187?origin=resultslist","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85127939187"
